City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Weather Description
333,Meulaboh,ID,4.1363,96.1285,75.11,91,100,1.79,overcast clouds
334,Mendi,PG,-6.1761,143.6513,55.04,95,96,3.47,overcast clouds
335,Motril,ES,36.7507,-3.5179,74.26,74,0,2.04,clear sky
336,Neuquen,AR,-38.9516,-68.0591,69.69,11,0,6.91,clear sky
337,Nemuro,JP,43.3236,145.575,56.88,71,100,9.01,overcast clouds
338,Povenets,RU,62.8487,34.8262,46.89,92,100,8.43,light rain
339,Umm Kaddadah,SD,13.6017,26.6876,85.64,19,2,10.98,clear sky
340,Klaksvik,FO,62.2266,-6.589,43.72,88,100,27.38,light rain
341,Faanui,PF,-16.4833,-151.75,79.05,72,18,11.16,few clouds
342,Ancud,CL,-41.8697,-73.8203,53.83,68,36,3.67,scattered clouds
343,Fomboni,KM,-12.28,43.7425,76.21,71,0,5.82,clear sky
